"","tweet_id","sentiment","author","content","gemini"
"3851",1958136518,"neutral","yharafauziyya",": nothing to do","boredom"
"3861",1960123645,"sadness","jdmabry","Dangit! I just got my Kiss Album in and it's the wrong color.","anger"
"3871",1960125938,"sadness","desireefoo","School is going to be absolutely horrible today. Peace out, '09","sadness"
"3881",1960128542,"worry","QueenBattlezone","is school over yet? Im ready for vacations already","surprise"
"3891",1960131630,"worry","mistymcnew","My puppies killed my cat lastnight,they thought she was a stuffed animal.  RIP Meanie  http://yfrog.com/104m6wj","sadness"
"3901",1960133927,"neutral","Leahhh_x","castlebar doesnt have 3d so im going to galway to see the jb 3d movie but that could be next week or the one after that","neutral"
"3911",1960137875,"surprise","allenskd","following people around, though there are so many.. where are the webdesign twitters!","worry"
"3921",1960140597,"worry","b_____","@KoSoVaR  got a limit sell @ .94 for even pretty much, cover commissions. Didn't like my entry on this one","neutral"
"3931",1960143909,"surprise","aNorthernSoul","Why can't I buy the Nokia N97?!? Amazon says &quot;cannot ship to this address.&quot;","worry"
"3941",1960146167,"worry","shessofresh","Ugh, I feel like shit-- gonna call out of my classes today  hope it doesnt affect my grade","anger"
"3951",1960149024,"worry","imilse","ipod touch: worth the money? because i'm thinking of buying one. my ipod is dead since this morning","neutral"
"3961",1960151240,"worry","CKanicsar","Wishes I was going to the pxy summer jam, but can never seem to win","sadness"
"3971",1960152875,"sadness","cley26","About to go to my last theater lunch  im gonna cry.","sadness"
"3981",1960155373,"worry","kristinpena","last night's paper writing session=still not done. I need to prioritize better.","neutral"
"3991",1960159464,"neutral","tomharlow3","just starting my day...a long Friday","neutral"
"4001",1960162032,"neutral","jasburgess","my to do list is bananas, before i leave for Europe BOOOO","anger"
"4011",1960166165,"sadness","whereamygoes","@xkaraxcupcakex  I'm sorry. This is all so sad.","sadness"
"4021",1960168482,"hate","SamBam911","@gprado Awww I HATE that one!!","hate"
"4031",1960170610,"surprise","anithamathew","has a headache already?  boo","anger"
"4041",1960192806,"empty","stefism","is so bored...","boredom"
"4051",1960195075,"sadness","telishamantini","i've been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... http://tinyurl.com/mnf4kw","sadness"
"4061",1960198368,"neutral","AlanNordman","@soyko I have spammed/trolled howardforums.com as well. I have to keep bumping my thread","anger"
"4081",1960203024,"love","lorettamore","@MYoungPSU  i must have just missed you. I was down there until 9:40 or so. Not sure if I'll make it down again","neutral"
"4091",1960205694,"sadness","brodykenny","No more mrs. reilly","neutral"
"4101",1960207689,"fun","GlowMore","@NotARichGirl everyone else get all the good stuff!!","anger"
"4111",1960209610,"relief","GoEddy","@tpgraham the AC tix are actually $20 but the show is sold out.  I'd have to get tix through stubhub and pay up to $70.","neutral"
"4121",1960211736,"sadness","jennypoynter","@claireyjonesy LMAO i want him to reply  booooo you @tommcfly REPLY TO ONE OF US lmfaoooo","fun"
"4131",1960216757,"neutral","Jixisticks","just got back home with my disappointing report card","sadness"
"4141",1960219020,"sadness","jwesonga","My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa","sadness"
"4151",1960253190,"relief","pinktoegal","I guess I am too freaky for followers.","anger"
"4161",1960257337,"fun","Ashleym2988","@shtoofi well just remember that tmrw is another day and hopefully won't be as craptastic. sorry girrrrl","relief"
"4171",1960259597,"enthusiasm","vibhavsingh","Dubai!!! Still trying to settle down","neutral"
"4191",1960263541,"relief","Twist_er","Omfg.lmao.lassetti was right... those bangs did look bad.  lmao","fun"
"4201",1960266959,"worry","MichelleHollis","i suppose i best get ready for work  grrr","anger"
"4211",1960269399,"love","EgleTumosaite","weekend along with the summer is here so why do I feel sad?","sadness"
"4221",1960293689,"sadness","pattyxxcore","Only four hours and fifteen minutes until three day packing spree!!! Ugh work","anger"
"4231",1960296577,"sadness","amzeus","Jus back after watching Night at a Museum 2......would rate it 5 on 10","neutral"
"4241",1960298847,"sadness","anniem695","Didn't bring connector for camera on trip...saving new photos will have to wait another week...","sadness"
"4251",1960301465,"worry","msjennybeth","I miss my boys","sadness"
"4261",1960304042,"sadness","batterivatten","Have spent half of the day troubleshooting something that wasn't even within my control. Clusters doesn't always mean high availability.","anger"
"4271",1960306309,"worry","Amaru279","I miss my water cuz my well went dry","sadness"
"4281",1960310068,"worry","annaaralar","@runaholickassy i spent the whole day shopping with Aiza.  i don't really like shopping.  still, i had fun but my feet didn't.","fun"
"4291",1960315759,"neutral","mimConaN","@marianawerneck o que houve?","neutral"
"4301",1960318666,"worry","miamendez","@LayDown28 man I don't know... they been there a few months and he actually almost cries when he is speakin back to her. Sad","sadness"
"4311",1960321323,"sadness","catfish743","Getting into the swing of things. I miss someone","sadness"
"4321",1960323256,"sadness","Rstaristick","@Kay26 *sigh* me miss them days !!","sadness"
"4331",1960326134,"sadness","guilbeaux","@epiphanygirl i am so upset i didn't get tickets... 3 of my all time FAV artists at one venue","anger"
"4341",1960327604,"neutral","shellenay","WELL one is a muscle relaxant and the other is an narcotic If your still not getting help i dunno what to say  moist heat?!","neutral"
"4351",1960329792,"worry","tessalouise7","@jaynenorthover oh and yes (Y) metros, but I dont think I will be drinking, I think I mite have work the nextday","neutral"
"4361",1960335067,"neutral","Louise_ann","is wondering what actually to do, when I have a week to do fuk all bar pack, most peeps r leavin too","neutral"
"4371",1960338186,"worry","prCarrS","@aka55 Hope you mom is okay","relief"
"4381",1960339975,"worry","Booliver","@hillaryohara because I couldn't get the money to mikey in time.  trust me. It makes me sad too.","sadness"
"4391",1960342255,"neutral","Be_Brittany","i am up - dont want to be though  wish i had slept in more heather woke me up. i've got to work later but first i will read some twilight!","sadness"
"4401",1960346631,"happiness","Mkenn076","@EsmeACullen AWWWWWWW you totally rock...I felt all  and now I'm the happiest girl eva!","happiness"
"4411",1960351117,"worry","sophzilla","I am tres depressed","sadness"
"4421",1960353551,"sadness","chadolson11","I feel like such a failure this morning","sadness"
"4431",1960377015,"sadness","darkbluGirL","Finally finished exams &amp; home not watch Otalia &amp; the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP","neutral"
"4441",1960379668,"worry","AngharadEvans","I've burnt my collerbone and arms and face! aww!","sadness"
"4451",1960381715,"neutral","shaynearroyo","today is a busy day. exhausting!","worry"
"4461",1960385091,"neutral","PPEMONYMONE","@Firstladydaboss wats wrong boo","neutral"
"4471",1960386618,"neutral","FrancisViner","It's a windy and rainy day","neutral"
"4481",1960388281,"hate","candeeezy","@chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.","neutral"
"4491",1960390988,"sadness","kymmij","@JerryAZ most definately! They are having a hard time, cuz I'm so young &amp; never saw this, but I wrkd hard making cars &amp; now I'm disabled","worry"
"4501",1960392360,"sadness","rrrrrrrrrrachel","None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.","boredom"
"4511",1960421383,"sadness","DeannaSlater","If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I'll be sad.","sadness"
"4521",1960425570,"worry","davidmash","not enjoying this cold, raininy Boston day.  I think my new metal back doesn't like getting wet. ;-)","sadness"
"4531",1960428582,"sadness","JenUpchurch","@DonnieWahlberg I'm not feeling very inspired today...I was suppose to be @ the B'ham concert tonight!","sadness"
"4541",1960431374,"surprise","crystalshong","@chelleis Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren't there!","fun"
"4551",1960433862,"worry","Fwana","my Chrissy is sick w/ a spring cold   Tissues stuck up his nose last night looked so pathetic.  Feel better soon baby...","happiness"
"4561",1960436149,"sadness","MDenden","Watching Scrubs season 2. Oh I'm gonna miss that show","sadness"
"4571",1960446097,"sadness","Caz297","Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!","neutral"
"4581",1960448602,"worry","beccabreu","is just waking up.. not very impressed with my sleep or my dreams. today is going to be a sucky day, I can feel it","sadness"
"4591",1960450476,"neutral","Lyngay","Wow, a drive-by done by rappers mad they were kicked out of Spiros? http://bit.ly/Ik6KF","anger"
"4601",1960451786,"worry","trinityl","is sad she got her plans cancled","sadness"
"4611",1960454646,"love","anguillabeaches","inside on a beautiful day!","boredom"
"4621",1960456096,"neutral","simplymac29","Me + court =","anger"
"4631",1960457865,"happiness","livefires","@GothLitChic It's too nice to be inside","surprise"
"4641",1960460262,"sadness","sodrumming","bored well its not like any one can see this i havent got any friends","boredom"
"4651",1960464262,"neutral","JunkRoxxx","@DGNY I'm ready homie..actually ima be working","neutral"
"4661",1960466847,"worry","ariesta1988","@BrittanyHauff Jz local movie here. The title's virgin 2 :p actually i feel not so good. So tired n dizzy","sadness"
"4671",1960468669,"worry","xtrahmxwohld","sinus congestion is making thinking straight difficult","sadness"
"4681",1960470494,"neutral","BreathlessDebby","@officialcharice Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes","surprise"
"4691",1960472058,"sadness","semi234","is *ugh* what a miserable looking day. 54 degrees. Where did summer go?","anger"
"4701",1960473317,"sadness","JoeCascio","Just started raining in earnest... guess golf is off for today...","boredom"
"4711",1960489966,"empty","Stotty2910","Just got back from my first session at the gym with a PT. I'm sore allread","anger"
"4721",1960492134,"worry","naomicupcakes","Ahh, I forgot about the test today","sadness"
"4731",1960494527,"neutral","RallfGG","@mrpandora I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up","worry"
"4741",1960496851,"sadness","Vikx993","getting bored of walking up and down the stairs","boredom"
"4751",1960498607,"worry","_KatieMcElliott","'Wake Up Darling'","surprise"
"4761",1960501232,"worry","Dogbook","Fritz Roderick Von Hughes is sad to be in the kennel all day  http://apps.facebook.com/dogbook/profile/view/6882699","sadness"
"4771",1960506210,"worry","elektrikluv","@CajoleJuice Likewise. But I don't know anyone who uses gtalk and the likes so I'm not holding much hope","neutral"
"4781",1960509995,"sadness","KimGVille","Dam only 5 votes  not gonna win anything now","sadness"
"4791",1960512487,"surprise","izaartillero","@luzy_artillero Hahaha. Sana someone's selling the full version of &quot;Coding Workshop Photo Recovery Wizard&quot; CD! Demo mode lang eh","fun"
"4801",1960514549,"hate","K8Brown","Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.","fun"
"4811",1960517273,"worry","Jamjar84","@_Janet_ ouch, I hate it when favourite items of clothing get ruined.","hate"
"4821",1960520455,"worry","__roland__","14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders","happiness"
"4831",1960528948,"worry","huggerdog","@ispeed72 Could've said hi. We're off down south tho","neutral"
"4841",1960532576,"neutral","paintdFACEmakup","On our way to Disneyland... Without Retsi","enthusiasm"
"4851",1960534792,"relief","devilsnachos","spray tan = fail on legs and feet. I've been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok","sadness"
"4861",1960536524,"neutral","essential_e","getting ready for work","neutral"
"4871",1960539094,"worry","immi12","thinking about having lunch soon, but we have no food in","neutral"
"4881",1960541171,"sadness","MaddiMaccie","Drop the girl she's only got it for your heart she's sure to leave broke and bleeding, and you know she'll turn her back on you.  I lo ...","anger"
"4891",1960545040,"anger","agthekid","@eboogiee smh Your whin with that comment","anger"
"4901",1960553547,"hate","shariselw","FML. . .i have the worst paper cut on my knuckle from all the papers i was handling. i hat this damn research paper!!!","anger"
"4911",1960556773,"worry","ivymutant","@krissylin you're a busy Bob, I'm jealous. I'm not sure I can even afford to go meet John de Lancie and Leonard Nimoy","neutral"
"4921",1960559624,"worry","BrunoLogan","@ceichstaedt I guess it'll work under fusion. Otherwise you'll have to boot directly to Vista just to do some online banking, which sucks","boredom"
"4931",1960561640,"happiness","RubinaMelati","aaah good bye mikee  smoked crabs!","relief"
"4941",1960565074,"worry","shesapeach","@tigerlilyleo lots and lots of red wine...knowing good and well how it has managed to make me sick a few times before","anger"
"4951",1960566871,"sadness","midnightbex","@skoosie probably not. I hate when that happens!","hate"
"4961",1960572404,"boredom","89xoxolaura","nomatter how much i sleep am still tired","sadness"
"4971",1960576036,"worry","Itxi_Itx","@Eyglo That's beautiful! Thanks for sharing... My grandpa was recently diagnosed with Alzheimers too....","sadness"
"4981",1960577913,"happiness","nygma","Last night was fun w the lightening and thunder  Today will be in the 90s","fun"
"4991",1960580710,"happiness","therealjovan","@patrickmanning Yes PM PM you are right","neutral"
"5001",1960583763,"sadness","Arnulfo","darn it. I did it again.!  keep forgetting that darn &quot;D&quot; for DM's.....","anger"
"5011",1960585785,"worry","DEWz_PingPong","Well can ya please send some luvin to @JonathanrKnight   im sensing deep fiery anger surrounding his presence right now...","anger"
"5021",1960589516,"surprise","andienbelle","sooo cloooseee","enthusiasm"
"5031",1960597024,"sadness","lpstkone","@AsherUK i wanted to go for my birthday...","neutral"
"5041",1960599136,"worry","Harrington19","off to work! missing out on all the sunshine!","sadness"
"5051",1960602598,"worry","beth1170","@littlereview Awww!!","happiness"
"5061",1960604860,"worry","pewhitfield","I missed you yesterday, Lacey.    We get to go to granulation tonight, though.","happiness"
"5071",1960606957,"sadness","clairabellejp","@pennynash I was scared by the Daleks in the DW Exhibition in Cardiff.","surprise"
"5081",1960610523,"hate","LauRenxExCarter","FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot","anger"
"5091",1960612553,"worry","lifeonwry","@SaylaMarz Looks like we're on the exact same track  Nothing worse than not being able to fix things for someone you love.","sadness"
"5101",1960620259,"neutral","FreekitTweekit","@LauRenxExCarter @PoloBandit he didn't come to school 2day","neutral"
"5111",1960622350,"worry","WillStrohl","@nokiko Oh, I see what you mean. That is true if they are used improperly, which we know they are.","neutral"
"5121",1960625682,"neutral","jslyon","only 2 more days of minnie","enthusiasm"
"5131",1960627442,"neutral","Sunfire2109","Although technically the major project he gets to do is something that's communal in theory but always comes to me and is massive/awful.","anger"
"5141",1960629198,"sadness","EvilKeg","@getape I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!","enthusiasm"
"5151",1960631522,"hate","Shardonay","@db412 Amen to that! My vitamins made me so ill  I felt better before i started taking them!","anger"
"5161",1960633359,"relief","Mel_xXx","had a shit contact with both parents &gt;.&gt;  grrr","anger"
"5171",1960660475,"worry","3rdEden","@jdawg Still waiting for a email  from MAX. So i consider no news, bad news.","worry"
"5181",1960664361,"sadness","hazardous_zone","@KillzoneDotCom  tis a sad day","sadness"
"5191",1960666217,"sadness","gchapiewski","@tinogomes @MarceloN passed away","sadness"
"5201",1960669360,"worry","DsBabyGirl","@nkotblorib Nothing definite yet..and the show is in a week   I may just be resorted to giving them away","worry"
"5211",1960671746,"sadness","kristyc7","Well, @suzylake I discovered I can't swim.  I'm out.  Sorry","sadness"
"5221",1960673722,"worry","mariahsyrett","TGIF. I don't feel good.","sadness"
"5231",1960701835,"empty","adrateia","@ShakeYourJunk","fun"
"5241",1960705629,"surprise","MeowMeowHotMix","My chick wont shut up  Will only stop chirping if i sit with the bloody thing.","anger"
"5261",1960710613,"sadness","sarahbeery","@hookedonwinter   your picture makes me thristy EVERYDAY!","fun"
"5271",1960713940,"surprise","Shredd3r","@NHL10 I was hoping for a better trailer","surprise"
"5281",1960715538,"happiness","Aunjelique","what up world im just chillin, bout to go get this money!! But in this economy no money is easy money anymore","enthusiasm"
"5291",1960717528,"surprise","DeadSpider","@Yampolito That will make things fair. My poor Tiger has no claws or nutz","anger"
"5301",1960751051,"sadness","Tuesday34","ughhh have a tummy ache","sadness"
"5311",1960752950,"worry","mindywhite","bye LA... I already miss you","sadness"
"5321",1960754573,"sadness","babynraven99","@davenavarro6767 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.","sadness"
"5341",1960758436,"happiness","sarahlestrange","@ElizaPatricia =o YOU SAW FLEETWOOD MAC! I'm insanely jealous. I don't have enough money to buy tickets.  I think I'll never see them. =(","sadness"
"5351",1960760156,"sadness","twittwootwiggy","@iamlittleboots all my recording eqpmnts out. a full day 2 myself and minds gone blank. outfit for G-A-Y still nt arrived eitha","worry"
"5361",1960762036,"sadness","NmcDee","@LolzyluvsJB Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out","neutral"
"5371",1960763862,"neutral","dafferss","@McFrog I can't be mean without you.","love"
"5381",1960808956,"sadness","hadarvc","@PhilipHotchkiss Sorry, but I don't see a Twitter user named @TomClain","neutral"
"5391",1960810151,"neutral","plannerpatricia","Follow Friday is a bit hard to do when my work kicks in on Fridays","boredom"
"5401",1960812135,"worry","lindsayshaw","4 hours of sleep, a migraine, again? What is wrong with me?    hate my life","hate"
"5411",1960814796,"neutral","paula_mcfly","Plane tickets to UK and everywhere in Europe are BEYOND cheap (for June-Oct!!), but there's NO gig in the near future announced yet","worry"
"5421",1960816877,"worry","voyage2k","@thinkgeek Aw, man!","anger"
"5431",1960818403,"worry","sheffield0474","http://pinkpawsforlife.org/ - pets get cancer too.","neutral"
"5441",1960820352,"sadness","charchee","How could they kill him? Hollyoaks made me sad.","sadness"
"5451",1960859052,"neutral","holblake","goin to work","neutral"
"5461",1960860729,"worry","uluvsheena","@Youngbanks206 did you already get your update? I havent yet","neutral"
"5481",1960867244,"relief","Frangelo","@pmayroy cause i wasn't there!","anger"
"5491",1960869895,"neutral","tomtiger123","is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent","surprise"
"5501",1960871822,"fun","jillraf","@CMiget That's always fun to clean up","fun"
"5511",1960875002,"empty","munipenny","@NamOf I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I'm in Philly.","neutral"
"5521",1960901495,"neutral","UrbanGlamxX","@BBL0ve lmaoo me too  &amp; omg thank you 8-| he does need to act his damn age. I'd be ashamed if he was my damn grandpa 8-|.","anger"
"5531",1960903104,"sadness","NmcDee","@LolzyluvsJB Yeaa i'm so sad i've watched her live performances in Peru etc and they are EPIC!   I wish she'd just come to N.I! lol xo","sadness"
"5541",1960905559,"sadness","ohsnapattack","(@isabelmariee) oh snap","surprise"
"5551",1960907499,"neutral","troph123","thought id tanned after an hour in the sun, i was wrong....i've just burnt","sadness"
"5561",1960909333,"worry","Emily91692","I'm really bored! My brother went to get his permit! Stay off the roads! Jk lol! It feels like all my friends have abandoned me! Except 1","boredom"
"5571",1960910528,"worry","watergirl61687","Today seems like it should be a good day! Even though my fuel pump is going out on my car  *~xoxo~*","surprise"
"5581",1960913749,"worry","CountKrolock","I'm extremely hungry.... and the only thing I have in my house is Soup...  I don't like soup... *pouts*","sadness"
"5591",1960942961,"worry","hotelangel","Its payday! Yay! For all the good it does. Bills bills bills....I'm broke again already","sadness"
"5601",1960946030,"worry","mokulen22","I have to pee (fucking coffee)  sooo long until break time. 77 more letters...what to write, what to write..oh, used them all up.","boredom"
"5611",1960949098,"neutral","PaigeTJohnson","@saynerd01 omgg hhaha nooo! drag me to hell is EVVIIIL! and angels and demons supposedly sucked   ohh no haha","anger"
"5621",1960952273,"worry","graccee","I wanna leave after 2nd period *cryy*","sadness"
"5631",1960953774,"happiness","Haniah94","tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.","boredom"
"5641",1960956204,"empty","robiiinn","@annakayh your not in school","neutral"
"5651",1960958790,"neutral","AliJanet","@DunkDetox it must've been Miami cause I haven't been able to drive my car since we got back...it needed an oil pump","neutral"
"5661",1960992673,"worry","erkagarcia","@tommcfly We're running out of things to tweet to you.  Wish we could get your reply! Come to the Philippines?  TWEEET!","fun"
"5671",1960995024,"fun","spidermonkeyloo","really wanted to go to that gig tonight","sadness"
"5681",1960998303,"worry","penflare","@snipeyhead the there's confuse me","neutral"
"5691",1960999459,"sadness","Night_Nurse7","Ahhh I'm engulfed in shooooes. Who told me to buy so maany damn shoes","boredom"
"5701",1961002419,"worry","pixies_mum","@HubUK wow thats impressive! luckily im not in rush but i feel for friends who aren't getting any younger but cant move house  tricky","neutral"
"5711",1961004439,"neutral","CarolineAracely","@LBOOGSdotTV I do that all the time","neutral"
"5721",1961006011,"worry","superchud","Feeling sick at stomach today","sadness"
"5731",1961035176,"worry","rebekahbrowner","i need some serious cheering up","anger"
"5741",1961036974,"worry","g0ldensunsett","sad day*Lakers please make me happy with a W","sadness"
"5751",1961038767,"neutral","myaudioqueen","I've been up late this week watching Jay Leno. Tonight is his last show  But now he'll move up to 10pm not sure if the material will bsame","neutral"
"5761",1961042428,"happiness","robert_james_ta","@emILLyschwindt thanks lady.... bummer for sure.","anger"
"5771",1961044326,"worry","derryo","@MelanieDawn Forgot about the traffic  Heading to Foxford in Mayo and the lovely Pontoon tomorrow","neutral"
"5781",1961047237,"worry","JennXxx","Has anyone else woken up one day and felt like they acquired near sightedness over night?  Everything is blurry all of a sudden.","surprise"
"5791",1961049287,"sadness","Kthxbai33","@jacobmaestas I don't think I'll ever have one of those again","sadness"
"5801",1961056742,"enthusiasm","Marialexandra","Visit 2  La Ventana de los Cielos foundation was pushed bck 2 weeks,  was so excited 2 go &amp; meet the kids. I'll have 2 wait another 2 wks","sadness"
"5811",1961059405,"relief","garrettspears","Off to work","neutral"
"5821",1961062728,"empty","ToXicCupCakeCXC","@957TheBeat i want magic mountain tix but i dont get ur station out in paso  boo sux for me","worry"
"5831",1961063918,"worry","reeeesa","@ameliapontes getting there sat afternoon I think. No costume yet  womp wompppppp","surprise"
"5841",1961065623,"neutral","shinyadornments","@artfirejohn Do you think the bead crumb navigation will return to the new Fusion studios? I really miss that at the top of each item.","neutral"
"5851",1961069198,"worry","dreamsequins","@craftyasparagus And.. it's raining here","neutral"
"5861",1961078747,"worry","YoYo_P","Have a slight headache","sadness"
"5871",1961080988,"surprise","Pro_94JBIT","@Shikha_M didnt get it clear","neutral"
"5881",1961082738,"neutral","perfetic","Sachie: YNA DOESN'T KNOW OUR PASSWORD YET","neutral"
"5891",1961085313,"hate","therealMilie","We waste way too much paper @ the office... for nothing worthy, that almost disgust me","anger"
"5901",1961087899,"neutral","brycetheman","so...i really want to be home right now.","sadness"
"5911",1961091131,"worry","DigitalMage","My poor wife.  I'm laid up for another 6 hours on doctors orders, then can't do much and she is dealing with screaming baby","sadness"
"5921",1961092410,"surprise","MochaSweet","@epiphanygirl  When are you coming to Indianapolis  !?!?","surprise"
"5931",1961094361,"sadness","jacksvalentine","@maximillian62 Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.","anger"
"5941",1961098214,"sadness","vikkiblack","my knees are sore after physio","sadness"
"5951",1961101498,"sadness","micaelak","it is always sunny on days when i can't possible be outside.  life is out to get me","sadness"
"5961",1961103202,"sadness","nurulatiracp","Got people don't let me skip sci pratical becos skola is impt and cannot waste my parents money.  Nt fair.","sadness"
"5971",1961105327,"worry","Michellevator","I'm going to miss the seniors so much!  Don't goo!","sadness"
"5981",1961107438,"sadness","ficusrock","Ordered a new computer! Unfortunately it won't get here until the end of June.","worry"
"5991",1961109695,"worry","trennyrenny","I guess this is soul searching time for me since I'm home alone &amp; no one's talking to me","neutral"
"6001",1961119517,"neutral","judez_xo","@chelsea_playboy R.I.P curls","sadness"
"6011",1961122392,"worry","amylin822","the commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WALL CONQUERED","anger"
"6021",1961125428,"worry","SidCity","@kdc well there go my peace corps prospects.","sadness"
"6031",1961127684,"sadness","kevleitch","@autismvox for me they're not","neutral"
"6041",1961130016,"neutral","ejsgirl","well here i go off to work","neutral"
"6051",1961133338,"sadness","Libolio","is tired and sad","sadness"
"6061",1961135354,"hate","eagerxeyes","Is waiting, yet again. please, just let this to be over","worry"
"6071",1961138116,"relief","xXRhiannon","has been playing Guitar hero to let of some steam..  you see.. Mr Unreliable has striked again!  not funny","anger"
"6081",1961140852,"love","LittleWaltz","oh noes, my puma hoodie is coming apart  i love this thing!","sadness"
"6091",1961143292,"sadness","JoshBerry26","OH. I am just so tired.","sadness"
"6101",1961145713,"neutral","BbInDaLoop","@RolliePollie32 I ate some hot food","neutral"
"6111",1961147782,"sadness","araispoetry","Well thats that then. Exam failed and bsc gone","sadness"
"6121",1961150307,"worry","MeghanJG","According to @momsrising, a quarter of families with children under six live in poverty.","worry"
"6131",1961151838,"worry","esirryhat","i know im wrong .. just give me one more chance   sEnti .. :]","anger"
"6141",1961154556,"worry","Badge24","hand hurts","sadness"
"6151",1961171334,"worry","jasonflute","Venus Williams is having a horrible day at the office","sadness"
"6161",1961173423,"worry","rsb519","Waiting for the sun to come back! School called, Joey has a sore throat  I WANT SUMMER!! ..off to make some lunch. LOVE TO ALLLLLLLLLLLLL!","happiness"
"6171",1961174815,"happiness","brian_jenkins","Ok, I'm going outside...wish i was playing basketball  oh well...","boredom"
"6181",1961176734,"neutral","clio_jlh","Admitting that I don't like action plots and I do like romance plots always makes me feel like I'm setting back the feminist cause.","neutral"
"6191",1961178216,"worry","ExotikGoddess","Soo tired, couldn't get enough sleep","sadness"
"6201",1961179513,"love","SquishMitten","@ChrisandCal Thats soooo pretty. Mine havnt flowered for years","neutral"
"6211",1961182714,"relief","ahsouthwick","@Novaw0lf damnit i didn't  but neither did you so win!","anger"
"6221",1961185244,"surprise","shortymay","Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!","surprise"
"6231",1961187746,"surprise","cruisesbytoni","gogowww how come we can't have deals like that from Houston?","worry"
"6241",1961189638,"worry","dailyuncooking","I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. http://tinyurl.com/mlh4f5","sadness"
"6251",1961192464,"worry","inflekt","@PochaccoYoly well, I took it in early '00, graduated in '01. we were the final stage guinea pigs  it seriously is a waste of time.","neutral"
"6261",1961196045,"worry","sumit84","Having real bad headache..","sadness"
"6271",1961213412,"sadness","briangoff","@TysonDueck Too bad.","neutral"
"6281",1961215362,"happiness","Leannnee","Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me","boredom"
"6291",1961218037,"hate","lauren_alayne","@WhitPR lol... i've been in Bk for over a year... going on 2 and u haven't come yet!!!","surprise"
"6301",1961219914,"neutral","mahpoli","ACABOU!!!","surprise"
"6311",1961222411,"sadness","lileagle14","Soooo not feeling well and I need to get out of bed","sadness"
"6321",1961225169,"worry","LaRainbow","@RainbowAnne OMG what posts were deleted? So annoyed I can't go on forum at work!","anger"
"6331",1961227194,"hate","DTFBertHAHA","Ugh i hate not having my car!! i miss you my little ford focus!!!","hate"
"6341",1961236025,"neutral","hideyourfires","i went to go check my phone for messages. then i remembered i dont have a phone anymore","neutral"
"6351",1961238560,"worry","marmalaina","is hurt and upset and trying to smile when i feel broken inside","sadness"
"6361",1961239892,"happiness","AmandaSena","@KimberlySMoore It's good they're realistic, but I still don't like thinking about it!!!","sadness"
"6371",1961241909,"surprise","shinsh0ku","holy crap. where did all my time go? =/ gta4 has sucked away my life.. and wasted a whole week! ...i wish i had more self control","boredom"
"6381",1961244229,"worry","chickletchika","@MishDance i miss your dance friends too.","sadness"
"6391",1961246096,"empty","ladymedic","Is not looking forward to the LSAT","sadness"
"6401",1961248792,"sadness","merediiith","I wanna be out in the sunshineeeeeee","enthusiasm"
"6411",1961252528,"fun","AkoSiAngie","says ...tomorrow is another day...  http://plurk.com/p/x1pxh","neutral"
"6421",1961255343,"worry","a_lilley",".@petraeujane Too bad they never made it over here during the last ten years","neutral"
"6431",1961257565,"happiness","yashved_2890","Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks","anger"
"6441",1961261633,"sadness","kgwirthalot","@BrendonBudness unfortunatley it is the tooth kind of crown","neutral"
"6451",1961264051,"neutral","czarphanguye","Pissed that my bluetooth headset's battery out lasted my cell's battery... Gg moto q.","anger"
"6461",1961266457,"worry","curious_kitten","@MissMelody in my opinion one gray hair is one too many... I have way too many as well","sadness"
"6471",1961269392,"hate","oh_btw_porscha","English exam! Bleh i hate vocab","hate"
